season,lg,type,team_rank,player,position,seas_id,player_id,birth_year,tm,age
1977,NBA,All-Rookie,1st,John Lucas,NA,7102,1705,NA,HOU,23
1977,NBA,All-Rookie,1st,Scott May,NA,7232,1728,NA,CHI,22
1976,ABA,All-ABA,1st,Artis Gilmore,C,6496,1338,1949,KEN,26
1976,ABA,All-ABA,1st,Julius Erving,F,6729,1381,1950,NYA,25
1976,ABA,All-ABA,1st,Billy Knight,F,6507,1558,1952,INA,23
1976,ABA,All-ABA,1st,James Silas,G,6668,1453,1949,SAA,26
1976,ABA,All-ABA,1st,Ralph Simpson,G,6826,1317,1949,DNA,26
1976,ABA,All-ABA,2nd,Dan Issel,C,6570,1259,1948,DNA,27
1976,ABA,All-ABA,2nd,Bobby Jones,F,6526,1559,1951,DNA,24
1976,ABA,All-ABA,2nd,David Thompson,F,6582,1637,1954,DNA,21
1976,ABA,All-ABA,2nd,Don Buse,G,6595,1439,1950,INA,25
1976,ABA,All-ABA,2nd,George Gervin,G,6639,1447,1952,SAA,23
1976,ABA,All-Defense,1st,Don Buse,NA,6595,1439,1950,INA,25
1976,ABA,All-Defense,1st,Julius Erving,NA,6729,1381,1950,NYA,25
1976,ABA,All-Defense,1st,Artis Gilmore,NA,6496,1338,1949,KEN,26
1976,ABA,All-Defense,1st,Bobby Jones,NA,6526,1559,1951,DNA,24
1976,ABA,All-Defense,1st,Brian Taylor,NA,6528,1427,1951,NYA,24
1976,NBA,All-Defense,1st,Dave Cowens,NA,6575,1260,NA,BOS,27
1976,NBA,All-Defense,1st,John Havlicek,NA,6710,778,NA,BOS,35
1976,NBA,All-Defense,1st,Paul Silas,NA,6819,834,NA,BOS,32
1976,NBA,All-Defense,1st,Norm Van Lier,NA,6811,1219,NA,CHI,28
1976,NBA,All-Defense,1st,Slick Watts,NA,6857,1539,NA,SEA,24
1976,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,NA,6731,1204,NA,LAL,28
1976,NBA,All-Defense,2nd,Jim Brewer,NA,6679,1508,NA,CLE,24
1976,NBA,All-Defense,2nd,Jim Cleamons,NA,6681,1374,NA,CLE,26
1976,NBA,All-Defense,2nd,Phil Smith,NA,6825,1609,NA,GSW,23
1976,NBA,All-Defense,2nd,Jamaal Wilkes,NA,6667,1587,NA,GSW,22
1976,NBA,All-NBA,1st,Kareem Abdul-Jabbar,C,6731,1204,NA,LAL,28
1976,NBA,All-NBA,1st,Rick Barry,F,6833,856,1944,GSW,31
1976,NBA,All-NBA,1st,George McGinnis,F,6643,1362,1950,PHI,25
1976,NBA,All-NBA,1st,Tiny Archibald,G,6887,1329,NA,KCK,27
1976,NBA,All-NBA,1st,Pete Maravich,G,6821,1315,NA,NOJ,28
1976,NBA,All-NBA,2nd,Dave Cowens,C,6575,1260,NA,BOS,27
1976,NBA,All-NBA,2nd,John Havlicek,F,6710,778,NA,BOS,35
1976,NBA,All-NBA,2nd,Elvin Hayes,F,6612,1101,NA,WSB,30
1976,NBA,All-NBA,2nd,Phil Smith,G,6825,1609,NA,GSW,23
1976,NBA,All-NBA,2nd,Randy Smith,G,6830,1397,NA,BUF,27
1976,ABA,All-Rookie,1st,Ticky Burden,NA,6885,1686,1953,VIR,22
1976,ABA,All-Rookie,1st,M.L. Carr,NA,6767,1671,1951,SSL,25
1976,ABA,All-Rookie,1st,Kim Hughes,NA,6746,1667,1952,NYA,23
1976,ABA,All-Rookie,1st,David Thompson,NA,6582,1637,1954,DNA,21
1976,NBA,All-Rookie,1st,Alvan Adams,NA,6494,1624,NA,PHO,21
1976,NBA,All-Rookie,1st,Lionel Hollins,NA,6760,1670,NA,POR,22
1976,NBA,All-Rookie,1st,Joe Meriweather,NA,6705,1658,NA,HOU,22
1976,NBA,All-Rookie,1st,Gus Williams,NA,6655,1647,NA,GSW,22
1976,NBA,All-Rookie,1st,John Shumate,NA,6720,1661,NA,TOT,23
1976,ABA,All-Rookie,1st,Mark Olberding,NA,6769,1672,1956,TOT,19
1975,ABA,All-ABA,1st,Artis Gilmore,C,6074,1338,1949,KEN,25
1975,ABA,All-ABA,1st,Julius Erving,F,6303,1381,1950,NYA,24
1975,ABA,All-ABA,1st,George McGinnis,F,6222,1362,1950,INA,24
1975,ABA,All-ABA,1st,Ron Boone,G,6416,1141,1946,UTS,28
1975,ABA,All-ABA,1st,Mack Calvin,G,6345,1214,1947,DNA,27
1975,ABA,All-ABA,2nd,Swen Nater,C,6447,1541,1950,SAA,25
1975,ABA,All-ABA,2nd,Marvin Barnes,F,6347,1601,1952,SSL,22
1975,ABA,All-ABA,2nd,George Gervin,F,6218,1447,1952,SAA,22
1975,ABA,All-ABA,2nd,James Silas,G,6250,1453,1949,SAA,25
1975,ABA,All-ABA,2nd,Brian Taylor,G,6114,1427,1951,NYA,23
1975,ABA,All-Defense,1st,Don Buse,NA,6177,1439,1950,INA,24
1975,ABA,All-Defense,1st,Artis Gilmore,NA,6074,1338,1949,KEN,25
1975,ABA,All-Defense,1st,Bobby Jones,NA,6112,1559,1951,DNA,23
1975,ABA,All-Defense,1st,Wil Jones,NA,6480,1232,1947,KEN,27
1975,ABA,All-Defense,1st,Brian Taylor,NA,6114,1427,1951,NYA,23
1975,NBA,All-Defense,1st,Kareem Abdul-Jabbar,NA,6305,1204,NA,MIL,27
1975,NBA,All-Defense,1st,Walt Frazier,NA,6471,1061,NA,NYK,29
1975,NBA,All-Defense,1st,John Havlicek,NA,6289,778,NA,BOS,34
1975,NBA,All-Defense,1st,Paul Silas,NA,6386,834,NA,BOS,31
1975,NBA,All-Defense,1st,Jerry Sloan,NA,6253,849,NA,CHI,32
1975,NBA,All-Defense,2nd,Don Chaney,NA,6178,1092,1946,BOS,28
1975,NBA,All-Defense,2nd,Dave Cowens,NA,6158,1260,NA,BOS,26
1975,NBA,All-Defense,2nd,Elvin Hayes,NA,6194,1101,NA,WSB,29
1975,NBA,All-Defense,2nd,Bob Love,NA,6105,866,NA,CHI,32
1975,NBA,All-Defense,2nd,Norm Van Lier,NA,6375,1219,NA,CHI,27
1975,NBA,All-NBA,1st,Bob McAdoo,C,6106,1424,NA,BUF,23
1975,NBA,All-NBA,1st,Rick Barry,F,6407,856,1944,GSW,30
1975,NBA,All-NBA,1st,Elvin Hayes,F,6194,1101,NA,WSB,29
1975,NBA,All-NBA,1st,Tiny Archibald,G,6453,1329,NA,KCO,26
1975,NBA,All-NBA,1st,Walt Frazier,G,6471,1061,NA,NYK,29
1975,NBA,All-NBA,2nd,Dave Cowens,C,6158,1260,NA,BOS,26
1975,NBA,All-NBA,2nd,John Havlicek,F,6289,778,NA,BOS,34
1975,NBA,All-NBA,2nd,Spencer Haywood,F,6430,1226,1949,SEA,25
1975,NBA,All-NBA,2nd,Phil Chenier,G,6390,1394,NA,WSB,24
1975,NBA,All-NBA,2nd,Jo Jo White,G,6279,1197,NA,BOS,28
1975,ABA,All-Rookie,1st,Marvin Barnes,NA,6347,1601,1952,SSL,22
1975,ABA,All-Rookie,1st,Gus Gerard,NA,6235,1584,1953,SSL,21
1975,ABA,All-Rookie,1st,Bobby Jones,NA,6112,1559,1951,DNA,23
1975,ABA,All-Rookie,1st,Billy Knight,NA,6095,1558,1952,INA,22
1975,ABA,All-Rookie,1st,Moses Malone,NA,6365,1605,1955,UTS,19
1975,NBA,All-Rookie,1st,Tom Burleson,NA,6456,1617,NA,SEA,22
1975,NBA,All-Rookie,1st,John Drew,NA,6287,1591,NA,ATL,20
1975,NBA,All-Rookie,1st,Scott Wedman,NA,6427,1613,NA,KCO,22
1975,NBA,All-Rookie,1st,Jamaal Wilkes,NA,6249,1587,NA,GSW,21
1975,NBA,All-Rookie,1st,Brian Winters,NA,6115,1561,NA,LAL,22
1974,ABA,All-ABA,1st,Artis Gilmore,C,5655,1338,1949,KEN,24
1974,ABA,All-ABA,1st,Julius Erving,F,5881,1381,1950,NYA,23
1974,ABA,All-ABA,1st,George McGinnis,F,5797,1362,1950,INA,23
1974,ABA,All-ABA,1st,Mack Calvin,G,5918,1214,1947,CAR,26
1974,ABA,All-ABA,1st,Jimmy Jones,G,5840,984,1945,UTS,29
1974,ABA,All-ABA,2nd,Dan Issel,F,5731,1259,1948,KEN,25
1974,ABA,All-ABA,2nd,Willie Wise,F,6063,1236,1947,UTS,26
1974,ABA,All-ABA,2nd,Ron Boone,G,5996,1141,1946,UTS,27
1974,ABA,All-ABA,2nd,Louie Dampier,G,5913,1009,1944,KEN,29
1974,ABA,All-ABA,2nd,Swen Nater,C,6029,1541,1950,TOT,24
1974,ABA,All-Defense,1st,Artis Gilmore,NA,5655,1338,1949,KEN,24
1974,ABA,All-Defense,1st,Julius Keye,NA,5882,1202,NA,DNR,27
1974,ABA,All-Defense,1st,Ted McClain,NA,6033,1406,1946,CAR,27
1974,ABA,All-Defense,1st,Willie Wise,NA,6063,1236,1947,UTS,26
1974,ABA,All-Defense,1st,Fatty Taylor,NA,5773,1182,1946,VIR,27
1974,NBA,All-Defense,1st,Kareem Abdul-Jabbar,NA,5884,1204,NA,MIL,26
1974,NBA,All-Defense,1st,Dave DeBusschere,NA,5735,767,NA,NYK,33
1974,NBA,All-Defense,1st,John Havlicek,NA,5861,778,NA,BOS,33
1974,NBA,All-Defense,1st,Norm Van Lier,NA,5955,1219,NA,CHI,26
1974,NBA,All-Defense,1st,Walt Frazier,NA,6049,1061,NA,NYK,28
1974,NBA,All-Defense,1st,Jerry Sloan,NA,5822,849,NA,CHI,31
1974,ABA,All-Defense,1st,Mike Gale,NA,5935,1388,1950,TOT,23
1974,NBA,All-Defense,2nd,Don Chaney,NA,5757,1092,1946,BOS,27
1974,NBA,All-Defense,2nd,Elvin Hayes,NA,5770,1101,NA,CAP,28
1974,NBA,All-Defense,2nd,Bob Love,NA,5682,866,NA,CHI,31
1974,NBA,All-Defense,2nd,Nate Thurmond,NA,5951,809,NA,GSW,32
1974,NBA,All-Defense,2nd,Jim Price,NA,5838,1455,NA,LAL,24
1974,NBA,All-Defense,2nd,Dick Van Arsdale,NA,5754,846,NA,PHO,30
1974,NBA,All-NBA,1st,Kareem Abdul-Jabbar,C,5884,1204,NA,MIL,26
1974,NBA,All-NBA,1st,Rick Barry,F,5985,856,1944,GSW,29
1974,NBA,All-NBA,1st,John Havlicek,F,5861,778,NA,BOS,33
1974,NBA,All-NBA,1st,Walt Frazier,G,6049,1061,NA,NYK,28
1974,NBA,All-NBA,1st,Gail Goodrich,G,5780,848,NA,LAL,30
1974,NBA,All-NBA,2nd,Bob McAdoo,C,5683,1424,NA,BUF,22
1974,NBA,All-NBA,2nd,Elvin Hayes,F,5770,1101,NA,CAP,28
1974,NBA,All-NBA,2nd,Spencer Haywood,F,6016,1226,1949,SEA,24
1974,NBA,All-NBA,2nd,Dave Bing,G,5733,869,NA,DET,30
1974,NBA,All-NBA,2nd,Norm Van Lier,G,5955,1219,NA,CHI,26
1974,ABA,All-Rookie,1st,Mike Green,NA,5938,1528,1951,DNR,22
1974,ABA,All-Rookie,1st,Larry Kenon,NA,5900,1520,1952,NYA,21
1974,ABA,All-Rookie,1st,Bo Lamar,NA,5675,1493,1951,SDA,22
1974,ABA,All-Rookie,1st,John Williamson,NA,5873,1514,1951,NYA,22
1974,NBA,All-Rookie,1st,Mike Bantom,NA,5932,1526,NA,PHO,22
1974,NBA,All-Rookie,1st,Ron Behagen,NA,5995,1535,NA,KCO,23
1974,NBA,All-Rookie,1st,John Brown,NA,5859,1513,NA,ATL,22
1974,NBA,All-Rookie,1st,Ernie DiGregorio,NA,5771,1503,NA,BUF,23
1974,NBA,All-Rookie,1st,Nick Weatherspoon,NA,5954,1531,NA,CAP,23
1974,ABA,All-Rookie,1st,Swen Nater,NA,6029,1541,1950,TOT,24
1973,ABA,All-ABA,1st,Artis Gilmore,C,5231,1338,1949,KEN,23
1973,ABA,All-ABA,1st,Billy Cunningham,F,5249,842,1943,CAR,29
1973,ABA,All-ABA,1st,Julius Erving,F,5480,1381,1950,VIR,22
1973,ABA,All-ABA,1st,Warren Jabali,G,5634,1153,NA,DNR,26
1973,ABA,All-ABA,1st,Jimmy Jones,G,5446,984,1945,UTS,28
1973,ABA,All-ABA,2nd,Mel Daniels,C,5521,1014,1944,INA,28
1973,ABA,All-ABA,2nd,Dan Issel,F,5314,1259,1948,KEN,24
1973,ABA,All-ABA,2nd,George McGinnis,F,5396,1362,1950,INA,22
1973,ABA,All-ABA,2nd,Mack Calvin,G,5513,1214,1947,CAR,25
1973,ABA,All-ABA,2nd,Ralph Simpson,G,5560,1317,1949,DNR,23
1973,ABA,All-Defense,1st,Mike Gale,NA,5528,1388,1950,KEN,22
1973,ABA,All-Defense,1st,Artis Gilmore,NA,5231,1338,1949,KEN,23
1973,ABA,All-Defense,1st,Fatty Taylor,NA,5364,1182,1946,VIR,26
1973,ABA,All-Defense,1st,Willie Wise,NA,5645,1236,1947,UTS,25
1973,ABA,All-Defense,1st,Joe Caldwell,NA,5451,826,1941,CAR,31
1973,ABA,All-Defense,1st,Julius Keye,NA,5481,1202,NA,DNR,26
1973,NBA,All-Defense,1st,Wilt Chamberlain,NA,5647,699,NA,LAL,36
1973,NBA,All-Defense,1st,Dave DeBusschere,NA,5319,767,NA,NYK,32
1973,NBA,All-Defense,1st,Walt Frazier,NA,5625,1061,NA,NYK,27
1973,NBA,All-Defense,1st,John Havlicek,NA,5461,778,NA,BOS,32
1973,NBA,All-Defense,1st,Jerry West,NA,5433,710,NA,LAL,34
1973,NBA,All-Defense,2nd,Don Chaney,NA,5348,1092,1946,BOS,26
1973,NBA,All-Defense,2nd,Mike Riordan,NA,5535,1130,NA,BAL,27
1973,NBA,All-Defense,2nd,Paul Silas,NA,5549,834,NA,BOS,29
1973,NBA,All-Defense,2nd,Nate Thurmond,NA,5537,809,NA,GSW,31
1973,NBA,All-Defense,2nd,Norm Van Lier,NA,5542,1219,NA,CHI,25
1973,NBA,All-NBA,1st,Kareem Abdul-Jabbar,C,5483,1204,NA,MIL,25
1973,NBA,All-NBA,1st,John Havlicek,F,5461,778,NA,BOS,32
1973,NBA,All-NBA,1st,Spencer Haywood,F,5592,1226,1949,SEA,23
1973,NBA,All-NBA,1st,Tiny Archibald,G,5611,1329,NA,KCO,24
1973,NBA,All-NBA,1st,Jerry West,G,5433,710,NA,LAL,34
1973,NBA,All-NBA,2nd,Dave Cowens,C,5318,1260,NA,BOS,24
1973,NBA,All-NBA,2nd,Rick Barry,F,5567,856,1944,GSW,28
1973,NBA,All-NBA,2nd,Elvin Hayes,F,5360,1101,NA,BAL,27
1973,NBA,All-NBA,2nd,Walt Frazier,G,5625,1061,NA,NYK,27
1973,NBA,All-NBA,2nd,Pete Maravich,G,5555,1315,NA,ATL,25
1973,ABA,All-Rookie,1st,Jim Chones,NA,5436,1454,1949,NYA,23
1973,ABA,All-Rookie,1st,George Gervin,NA,5391,1447,1952,VIR,20
1973,ABA,All-Rookie,1st,James Silas,NA,5425,1453,1949,DLC,23
1973,ABA,All-Rookie,1st,Brian Taylor,NA,5275,1427,1951,NYA,21
1973,ABA,All-Rookie,1st,Dennis Wuycik,NA,5335,1438,NA,CAR,22
1973,NBA,All-Rookie,1st,Freddie Boyd,NA,5375,1444,NA,PHI,22
1973,NBA,All-Rookie,1st,Dwight Davis,NA,5355,1440,NA,CLE,23
1973,NBA,All-Rookie,1st,Bob McAdoo,NA,5262,1424,NA,BUF,21
1973,NBA,All-Rookie,1st,Lloyd Neal,NA,5505,1461,NA,POR,22
1973,NBA,All-Rookie,1st,Jim Price,NA,5444,1455,NA,LAL,23
1972,ABA,All-ABA,1st,Artis Gilmore,C,4772,1338,1949,KEN,22
1972,ABA,All-ABA,1st,Rick Barry,F,5144,856,1944,NYA,27
1972,ABA,All-ABA,1st,Dan Issel,F,4849,1259,1948,KEN,23
1972,ABA,All-ABA,1st,Donnie Freeman,G,4884,948,1944,DLC,27
1972,ABA,All-ABA,1st,Bill Melchionni,G,4790,864,1944,NYA,27
1972,ABA,All-ABA,2nd,Zelmo Beaty,C,5222,791,1939,UTS,32
1972,ABA,All-ABA,2nd,Julius Erving,F,5043,1381,1950,VIR,21
1972,ABA,All-ABA,2nd,Willie Wise,F,5218,1236,1947,UTS,24
1972,ABA,All-ABA,2nd,Charlie Scott,G,4829,1250,1948,VIR,23
1972,ABA,All-ABA,2nd,Ralph Simpson,G,5129,1317,1949,DNR,22
1972,NBA,All-Defense,1st,Wilt Chamberlain,NA,5220,699,NA,LAL,35
1972,NBA,All-Defense,1st,Dave DeBusschere,NA,4858,767,NA,NYK,31
1972,NBA,All-Defense,1st,John Havlicek,NA,5025,778,NA,BOS,31
1972,NBA,All-Defense,1st,Jerry West,NA,4988,710,NA,LAL,33
1972,NBA,All-Defense,1st,Walt Frazier,NA,5195,1061,NA,NYK,26
1972,NBA,All-Defense,1st,Jerry Sloan,NA,4987,849,NA,CHI,29
1972,NBA,All-Defense,2nd,Don Chaney,NA,4877,1092,1946,BOS,25
1972,NBA,All-Defense,2nd,Bob Love,NA,4800,866,NA,CHI,29
1972,NBA,All-Defense,2nd,Paul Silas,NA,5123,834,NA,PHO,28
1972,NBA,All-Defense,2nd,Nate Thurmond,NA,5109,809,NA,GSW,30
1972,NBA,All-Defense,2nd,Norm Van Lier,NA,5114,1219,NA,TOT,24
1972,NBA,All-NBA,1st,Kareem Abdul-Jabbar,C,5045,1204,NA,MIL,24
1972,NBA,All-NBA,1st,John Havlicek,F,5025,778,NA,BOS,31
1972,NBA,All-NBA,1st,Spencer Haywood,F,5166,1226,1949,SEA,22
1972,NBA,All-NBA,1st,Walt Frazier,G,5195,1061,NA,NYK,26
1972,NBA,All-NBA,1st,Jerry West,G,4988,710,NA,LAL,33
1972,NBA,All-NBA,2nd,Wilt Chamberlain,C,5220,699,NA,LAL,35
1972,NBA,All-NBA,2nd,Billy Cunningham,F,4792,842,1943,PHI,28
1972,NBA,All-NBA,2nd,Bob Love,F,4800,866,NA,CHI,29
1972,NBA,All-NBA,2nd,Tiny Archibald,G,5182,1329,NA,CIN,23
1972,NBA,All-NBA,2nd,Archie Clark,G,4766,863,NA,TOT,30
1972,ABA,All-Rookie,1st,Julius Erving,NA,5043,1381,1950,VIR,21
1972,ABA,All-Rookie,1st,Artis Gilmore,NA,4772,1338,1949,KEN,22
1972,ABA,All-Rookie,1st,George McGinnis,NA,4937,1362,1950,INA,21
1972,ABA,All-Rookie,1st,Johnny Neumann,NA,5040,1380,1951,MMP,20
1972,ABA,All-Rookie,1st,John Roche,NA,5029,1379,1949,NYA,22
1972,NBA,All-Rookie,1st,Austin Carr,NA,4776,1339,NA,CLE,23
1972,NBA,All-Rookie,1st,Phil Chenier,NA,5126,1394,NA,BAL,21
1972,NBA,All-Rookie,1st,Clifford Ray,NA,4837,1348,NA,CHI,23
1972,NBA,All-Rookie,1st,Elmore Smith,NA,4895,1357,NA,BUF,22
1972,NBA,All-Rookie,1st,Sidney Wicks,NA,5162,1403,NA,POR,22
1971,ABA,All-ABA,1st,Mel Daniels,C,4633,1014,1944,INA,26
1971,ABA,All-ABA,1st,Rick Barry,F,4677,856,1944,NYA,26
1971,ABA,All-ABA,1st,Roger Brown,F,4682,1035,1942,INA,28
1971,ABA,All-ABA,1st,Mack Calvin,G,4620,1214,1947,FLO,23
1971,ABA,All-ABA,1st,Charlie Scott,G,4388,1250,1948,VIR,22
1971,ABA,All-ABA,2nd,John Brisker,F,4564,1199,1947,PTC,23
1971,ABA,All-ABA,2nd,Joe Caldwell,F,4552,826,1941,CAR,29
1971,ABA,All-ABA,2nd,Larry Cannon,G,4591,1207,1947,DNR,23
1971,ABA,All-ABA,2nd,Zelmo Beaty,C,4761,791,1939,UTS,31
1971,ABA,All-ABA,2nd,Dan Issel,C,4412,1259,1948,KEN,22
1971,ABA,All-ABA,2nd,Donnie Freeman,G,4440,948,1944,TOT,26
1971,NBA,All-Defense,1st,Dave DeBusschere,NA,4417,767,NA,NYK,30
1971,NBA,All-Defense,1st,Walt Frazier,NA,4736,1061,NA,NYK,25
1971,NBA,All-Defense,1st,Gus Johnson,NA,4511,797,1938,BAL,32
1971,NBA,All-Defense,1st,Nate Thurmond,NA,4648,809,NA,SFW,29
1971,NBA,All-Defense,1st,Jerry West,NA,4536,710,NA,LAL,32
1971,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,NA,4583,1204,NA,MIL,23
1971,NBA,All-Defense,2nd,John Havlicek,NA,4565,778,NA,BOS,30
1971,NBA,All-Defense,2nd,Paul Silas,NA,4659,834,NA,PHO,27
1971,NBA,All-Defense,2nd,Jerry Sloan,NA,4535,849,NA,CHI,28
1971,NBA,All-Defense,2nd,Norm Van Lier,NA,4652,1219,NA,CIN,23
1971,NBA,All-NBA,1st,Kareem Abdul-Jabbar,C,4583,1204,NA,MIL,23
1971,NBA,All-NBA,1st,Billy Cunningham,F,4349,842,1943,PHI,27
1971,NBA,All-NBA,1st,John Havlicek,F,4565,778,NA,BOS,30
1971,NBA,All-NBA,1st,Dave Bing,G,4415,869,NA,DET,27
1971,NBA,All-NBA,1st,Jerry West,G,4536,710,NA,LAL,32
1971,NBA,All-NBA,2nd,Willis Reed,C,4758,839,NA,NYK,28
1971,NBA,All-NBA,2nd,Gus Johnson,F,4511,797,1938,BAL,32
1971,NBA,All-NBA,2nd,Bob Love,F,4361,866,NA,CHI,28
1971,NBA,All-NBA,2nd,Walt Frazier,G,4736,1061,NA,NYK,25
1971,NBA,All-NBA,2nd,Oscar Robertson,G,4654,713,NA,MIL,32
1971,ABA,All-Rookie,1st,Joe Hamilton,NA,4556,1295,NA,TEX,22
1971,ABA,All-Rookie,1st,Dan Issel,NA,4412,1259,1948,KEN,22
1971,ABA,All-Rookie,1st,Wendell Ladner,NA,4749,1334,NA,MMP,22
1971,ABA,All-Rookie,1st,Samuel Robinson,NA,4696,1325,NA,FLO,23
1971,ABA,All-Rookie,1st,Charlie Scott,NA,4388,1250,1948,VIR,22
1971,NBA,All-Rookie,1st,Dave Cowens,NA,4416,1260,NA,BOS,22
1971,NBA,All-Rookie,1st,Bob Lanier,NA,4360,1244,NA,DET,22
1971,NBA,All-Rookie,1st,Pete Maravich,NA,4661,1315,NA,ATL,23
1971,NBA,All-Rookie,1st,Calvin Murphy,NA,4377,1247,NA,SDR,22
1971,NBA,All-Rookie,1st,Geoff Petrie,NA,4490,1276,NA,POR,22
1970,ABA,All-ABA,1st,Mel Daniels,C,4201,1014,1944,INA,25
1970,ABA,All-ABA,1st,Rick Barry,F,4232,856,1944,WSA,25
1970,ABA,All-ABA,1st,Spencer Haywood,F,4256,1226,1949,DNR,20
1970,ABA,All-ABA,1st,Larry Jones,G,4167,829,1942,DNR,27
1970,ABA,All-ABA,1st,Bob Verga,G,3975,917,1945,CAR,24
1970,ABA,All-ABA,2nd,Red Robbins,C,4225,1027,NA,NOB,25
1970,ABA,All-ABA,2nd,Roger Brown,F,4236,1035,1942,INA,27
1970,ABA,All-ABA,2nd,Bob Netolicky,F,3969,914,NA,INA,27
1970,ABA,All-ABA,2nd,Louie Dampier,G,4185,1009,1944,KEN,25
1970,ABA,All-ABA,2nd,Donnie Freeman,G,4033,948,1944,MMF,25
1970,NBA,All-Defense,1st,Dave DeBusschere,NA,4012,767,NA,NYK,29
1970,NBA,All-Defense,1st,Walt Frazier,NA,4292,1061,NA,NYK,24
1970,NBA,All-Defense,1st,Gus Johnson,NA,4090,797,1938,BAL,31
1970,NBA,All-Defense,1st,Willis Reed,NA,4313,839,NA,NYK,27
1970,NBA,All-Defense,1st,Jerry West,NA,4118,710,NA,LAL,31
1970,NBA,All-Defense,2nd,Kareem Abdul-Jabbar,NA,4159,1204,NA,MIL,22
1970,NBA,All-Defense,2nd,Bill Bridges,NA,3939,757,NA,ATL,30
1970,NBA,All-Defense,2nd,Joe Caldwell,NA,4131,826,1941,ATL,28
1970,NBA,All-Defense,2nd,John Havlicek,NA,4142,778,NA,BOS,29
1970,NBA,All-Defense,2nd,Jerry Sloan,NA,4117,849,NA,CHI,27
1970,NBA,All-NBA,1st,Willis Reed,C,4313,839,NA,NYK,27
1970,NBA,All-NBA,1st,Billy Cunningham,F,3954,842,1943,PHI,26
1970,NBA,All-NBA,1st,Connie Hawkins,F,4002,934,1942,PHO,27
1970,NBA,All-NBA,1st,Walt Frazier,G,4292,1061,NA,NYK,24
1970,NBA,All-NBA,1st,Jerry West,G,4118,710,NA,LAL,31
1970,NBA,All-NBA,2nd,Kareem Abdul-Jabbar,C,4159,1204,NA,MIL,22
1970,NBA,All-NBA,2nd,John Havlicek,F,4142,778,NA,BOS,29
1970,NBA,All-NBA,2nd,Gus Johnson,F,4090,797,1938,BAL,31
1970,NBA,All-NBA,2nd,Lou Hudson,G,4184,887,NA,ATL,25
1970,NBA,All-NBA,2nd,Oscar Robertson,G,4218,713,NA,CIN,31
1970,ABA,All-Rookie,1st,Mike Barrett,NA,4204,1215,NA,WSA,26
1970,ABA,All-Rookie,1st,John Brisker,NA,4138,1199,1947,PTP,22
1970,ABA,All-Rookie,1st,Mack Calvin,NA,4192,1214,1947,LAS,22
1970,ABA,All-Rookie,1st,Spencer Haywood,NA,4256,1226,1949,DNR,20
1970,ABA,All-Rookie,1st,Willie Wise,NA,4312,1236,1947,LAS,22
1970,NBA,All-Rookie,1st,Kareem Abdul-Jabbar,NA,4159,1204,NA,MIL,22
1970,NBA,All-Rookie,1st,Bob Dandridge,NA,3964,1168,NA,MIL,22
1970,NBA,All-Rookie,1st,Mike Davis,NA,4206,1216,1946,BAL,23
1970,NBA,All-Rookie,1st,Dick Garrett,NA,4021,1179,NA,LAL,23
1970,NBA,All-Rookie,1st,Jo Jo White,NA,4130,1197,NA,BOS,23
1969,ABA,All-ABA,1st,Mel Daniels,C,3773,1014,1944,INA,24
1969,ABA,All-ABA,1st,Rick Barry,F,3814,856,1944,OAK,24
1969,ABA,All-ABA,1st,Connie Hawkins,F,3564,934,1942,MNP,26
1969,ABA,All-ABA,1st,Jimmy Jones,G,3700,984,1945,NOB,24
1969,ABA,All-ABA,1st,Larry Jones,G,3738,829,1942,DNR,26
1969,ABA,All-ABA,2nd,Red Robbins,C,3804,1027,NA,NOB,24
1969,ABA,All-ABA,2nd,John Beasley,F,3707,988,NA,DLC,24
1969,ABA,All-ABA,2nd,Doug Moe,F,3601,949,NA,OAK,30
1969,ABA,All-ABA,2nd,Louie Dampier,G,3756,1009,1944,KEN,24
1969,ABA,All-ABA,2nd,Donnie Freeman,G,3599,948,1944,MMF,24
1969,NBA,All-Defense,1st,Walt Frazier,NA,3880,1061,NA,NYK,23
1969,NBA,All-Defense,1st,Bill Russell,NA,3515,610,NA,BOS,34
1969,NBA,All-Defense,1st,Jerry Sloan,NA,3681,849,NA,CHI,26
1969,NBA,All-Defense,1st,Nate Thurmond,NA,3782,809,NA,SFW,27
1969,NBA,All-Defense,1st,Dave DeBusschere,NA,3576,767,NA,TOT,28
1969,NBA,All-Defense,2nd,Bill Bridges,NA,3509,757,NA,ATL,29
1969,NBA,All-Defense,2nd,John Havlicek,NA,3713,778,NA,BOS,28
1969,NBA,All-Defense,2nd,Rudy LaRusso,NA,3827,694,NA,SFW,31
1969,NBA,All-Defense,2nd,Tom Sanders,NA,3864,718,NA,BOS,30
1969,NBA,All-Defense,2nd,Jerry West,NA,3682,710,NA,LAL,30
1969,NBA,All-NBA,1st,Wes Unseld,C,3890,1155,NA,BAL,22
1969,NBA,All-NBA,1st,Elgin Baylor,F,3610,664,NA,LAL,34
1969,NBA,All-NBA,1st,Billy Cunningham,F,3517,842,1943,PHI,25
1969,NBA,All-NBA,1st,Earl Monroe,G,3604,950,NA,BAL,24
1969,NBA,All-NBA,1st,Oscar Robertson,G,3790,713,NA,CIN,30
